row,file,s_file,name,s_name,profile,first_statement,locals,numparms,parm_start,parm_size
0,unknown.qc,0,func,0,0,0,0,0,0,00000000
1,defs.qc,0,makevectors,8,0,-1,0,1,453,30000000
2,defs.qc,0,setorigin,20,0,-2,0,2,454,13000000
3,defs.qc,0,setmodel,30,0,-3,0,2,455,11000000
4,defs.qc,0,setsize,39,0,-4,0,3,456,13300000
5,defs.qc,0,break,47,0,-6,0,0,457,00000000
6,defs.qc,0,random,53,0,-7,0,0,458,00000000
7,defs.qc,0,sound,60,0,-8,0,5,459,11111000
8,defs.qc,0,normalize,66,0,-9,0,1,460,30000000
9,defs.qc,0,error,76,0,-10,0,1,461,10000000
10,defs.qc,0,objerror,82,0,-11,0,1,462,10000000
11,defs.qc,0,vlen,91,0,-12,0,1,463,30000000
12,defs.qc,0,vectoyaw,96,0,-13,0,1,464,30000000
13,defs.qc,0,spawn,105,0,-14,0,0,465,00000000
14,defs.qc,0,remove,111,0,-15,0,1,466,10000000
15,defs.qc,0,traceline,118,0,-16,0,4,467,33110000
16,defs.qc,0,checkclient,128,0,-17,0,0,468,00000000
17,defs.qc,0,find,140,0,-18,0,3,469,11100000
18,defs.qc,0,precache_sound,145,0,-19,0,1,470,10000000
19,defs.qc,0,precache_model,160,0,-20,0,1,471,10000000
20,defs.qc,0,findradius,175,0,-22,0,2,472,31000000
21,defs.qc,0,bprint,186,0,-23,0,1,473,10000000
22,defs.qc,0,dprint,193,0,-25,0,1,474,10000000
23,defs.qc,0,ftos,200,0,-26,0,1,475,10000000
24,defs.qc,0,vtos,205,0,-27,0,1,476,30000000
25,defs.qc,0,coredump,210,0,-28,0,0,477,00000000
26,defs.qc,0,traceon,219,0,-29,0,0,478,00000000
27,defs.qc,0,traceoff,227,0,-30,0,0,479,00000000
28,defs.qc,0,eprint,236,0,-31,0,1,480,10000000
29,defs.qc,0,walkmove,243,0,-32,0,2,481,11000000
30,defs.qc,0,droptofloor,252,0,-34,0,0,482,00000000
31,defs.qc,0,lightstyle,264,0,-35,0,2,483,11000000
32,defs.qc,0,rint,275,0,-36,0,1,484,10000000
33,defs.qc,0,floor,280,0,-37,0,1,485,10000000
34,defs.qc,0,ceil,286,0,-38,0,1,486,10000000
35,defs.qc,0,checkbottom,291,0,-40,0,1,487,10000000
36,defs.qc,0,pointcontents,303,0,-41,0,1,488,30000000
37,defs.qc,0,fabs,317,0,-43,0,1,489,10000000
38,defs.qc,0,aim,322,0,-44,0,2,490,11000000
39,defs.qc,0,cvar,326,0,-45,0,1,491,10000000
40,defs.qc,0,localcmd,331,0,-46,0,1,492,10000000
41,defs.qc,0,nextent,340,0,-47,0,1,493,10000000
42,defs.qc,0,particle,348,0,-48,0,4,494,33110000
43,defs.qc,0,ChangeYaw,357,0,-49,0,0,495,00000000
44,defs.qc,0,vectoangles,367,0,-51,0,1,496,30000000
45,defs.qc,0,WriteByte,379,0,-52,0,2,497,11000000
46,defs.qc,0,WriteChar,389,0,-53,0,2,498,11000000
47,defs.qc,0,WriteShort,399,0,-54,0,2,499,11000000
48,defs.qc,0,WriteLong,410,0,-55,0,2,500,11000000
49,defs.qc,0,WriteCoord,420,0,-56,0,2,501,11000000
50,defs.qc,0,WriteAngle,431,0,-57,0,2,502,11000000
51,defs.qc,0,WriteString,442,0,-58,0,2,503,11000000
52,defs.qc,0,WriteEntity,454,0,-59,0,2,504,11000000
53,defs.qc,0,movetogoal,466,0,-67,0,1,505,10000000
54,defs.qc,0,precache_file,477,0,-68,0,1,506,10000000
55,defs.qc,0,makestatic,491,0,-69,0,1,507,10000000
56,defs.qc,0,changelevel,502,0,-70,0,1,508,10000000
57,defs.qc,0,cvar_set,514,0,-72,0,2,509,11000000
58,defs.qc,0,ambientsound,523,0,-74,0,4,510,31110000
59,defs.qc,0,precache_model2,536,0,-75,0,1,511,10000000
60,defs.qc,0,precache_sound2,552,0,-76,0,1,512,10000000
61,defs.qc,0,precache_file2,568,0,-77,0,1,513,10000000
62,defs.qc,0,setspawnparms,583,0,-78,0,1,514,10000000
63,unknown001.qc,0,bot_stuffcmd,616,0,-21,0,2,839,11000000
64,unknown001.qc,0,func000064,0,0,1,0,2,840,11000000
65,unknown001.qc,0,bot_centerprint,638,0,-73,0,2,846,11000000
66,unknown001.qc,0,bot_centerprint2,654,0,-73,0,3,847,11100000
67,unknown001.qc,0,bot_centerprint3,671,0,-73,0,4,848,11110000
68,unknown001.qc,0,bot_centerprint4,688,0,-73,0,5,849,11111000
69,unknown001.qc,0,bot_centerprint5,705,0,-73,0,6,850,11111100
70,unknown001.qc,0,bot_centerprint6,722,0,-73,0,7,851,11111110
71,unknown001.qc,0,bot_centerprint7,739,0,-73,0,8,852,11111111
72,unknown001.qc,0,centerprint,0,0,9,0,2,853,11000000
73,unknown001.qc,0,centerprint2,768,0,17,0,3,859,11100000
74,unknown001.qc,0,func000074,0,0,26,0,4,866,11110000
75,unknown001.qc,0,centerprint4,794,0,36,0,5,874,11111000
76,unknown001.qc,0,func000076,0,0,47,0,6,883,11111100
77,unknown001.qc,0,centerprint6,820,0,59,0,7,893,11111110
78,unknown001.qc,0,centerprint7,833,0,72,0,8,904,11111111
79,unknown001.qc,0,bprint2,846,0,-23,0,2,916,11000000
80,unknown001.qc,0,bprint3,854,0,-23,0,3,917,11100000
81,unknown001.qc,0,bprint4,862,0,-23,0,4,918,11110000
82,unknown001.qc,0,bprint5,870,0,-23,0,5,919,11111000
83,unknown001.qc,0,bprint6,878,0,-23,0,6,920,11111100
84,unknown001.qc,0,bprint7,886,0,-23,0,7,921,11111110
85,unknown001.qc,0,bot_sprint,894,0,-24,0,2,922,11000000
86,unknown001.qc,0,bot_sprint2,905,0,-24,0,3,923,11100000
87,unknown001.qc,0,bot_sprint3,917,0,-24,0,4,924,11110000
88,unknown001.qc,0,bot_sprint4,929,0,-24,0,5,925,11111000
89,unknown001.qc,0,bot_sprint5,941,0,-24,0,6,926,11111100
90,unknown001.qc,0,bot_sprint6,953,0,-24,0,7,927,11111110
91,unknown001.qc,0,bot_sprint7,965,0,-24,0,8,928,11111111
92,unknown001.qc,0,func000092,0,0,86,0,2,929,11000000
93,unknown001.qc,0,func000093,0,0,94,0,3,935,11100000
94,unknown001.qc,0,func000094,0,0,103,0,4,942,11110000
95,unknown001.qc,0,sprint4,1000,0,113,0,5,950,11111000
96,unknown001.qc,0,sprint5,1008,0,124,0,6,959,11111100
97,unknown001.qc,0,sprint6,1016,0,136,0,7,969,11111110
98,unknown001.qc,0,sprint7,1024,0,149,0,8,980,11111111
99,unknown001.qc,0,objerror2,1032,0,-11,0,2,992,11000000
100,unknown001.qc,0,objerror3,1042,0,-11,0,3,993,11100000
101,unknown001.qc,0,objerror4,1052,0,-11,0,4,994,11110000
102,unknown001.qc,0,objerror5,1062,0,-11,0,5,995,11111000
103,unknown001.qc,0,objerror6,1072,0,-11,0,6,996,11111100
104,unknown001.qc,0,objerror7,1082,0,-11,0,7,997,11111110
105,unknown001.qc,0,IDCopyright,1151,0,163,0,0,998,00000000
106,unknown001.qc,0,func000106,0,0,166,0,1,1231,10000000
107,unknown001.qc,0,func000107,0,0,192,0,1,1243,10000000
108,unknown001.qc,0,camcenterprint1,1222,0,-73,0,2,1258,11000000
109,unknown001.qc,0,camcenterprint2,1238,0,-73,0,3,1259,11100000
110,unknown001.qc,0,camcenterprint3,1254,0,-73,0,4,1260,11110000
111,unknown001.qc,0,camcenterprint4,1270,0,-73,0,5,1261,11111000
112,unknown001.qc,0,camcenterprint5,1286,0,-73,0,6,1262,11111100
113,unknown001.qc,0,camcenterprint6,1302,0,-73,0,7,1263,11111110
114,unknown001.qc,0,camcenterprint7,1318,0,-73,0,8,1264,11111111
115,unknown001.qc,0,func000115,0,0,210,4,2,1265,11000000
116,unknown001.qc,0,func000116,0,0,235,2,1,1281,10000000
117,unknown001.qc,0,func000117,0,0,257,0,1,1295,10000000
118,unknown001.qc,0,func000118,0,0,269,0,1,1304,30000000
119,unknown001.qc,0,func000119,0,0,281,4,1,1315,10000000
120,unknown001.qc,0,func000120,0,0,301,7,0,1329,00000000
121,unknown001.qc,0,func000121,0,0,341,5,2,1361,11000000
122,unknown001.qc,0,func000122,0,0,360,13,3,1375,11100000
123,unknown001.qc,0,func000123,0,0,439,10,1,1428,30000000
124,unknown001.qc,0,func000124,0,0,487,9,2,1475,11000000
125,unknown001.qc,0,func000125,0,0,608,0,0,1570,00000000
126,unknown001.qc,0,func000126,0,0,622,0,0,1589,00000000
127,unknown001.qc,0,func000127,0,0,636,0,0,1601,00000000
128,unknown001.qc,0,func000128,0,0,658,4,1,1620,10000000
129,unknown001.qc,0,func000129,0,0,665,13,1,1630,10000000
130,unknown001.qc,0,func000130,0,0,946,6,0,1840,00000000
131,unknown001.qc,0,func000131,0,0,987,3,0,1878,00000000
132,unknown001.qc,0,func000132,0,0,1005,0,0,1900,00000000
133,unknown001.qc,0,func000133,0,0,1032,2,1,1938,10000000
134,unknown001.qc,0,func000134,0,0,1051,2,1,1946,10000000
135,unknown001.qc,0,func000135,0,0,1067,2,1,1965,10000000
136,unknown001.qc,0,func000136,0,0,1094,3,0,1993,00000000
137,unknown001.qc,0,func000137,0,0,1401,1,0,2178,00000000
138,unknown001.qc,0,func000138,0,0,1474,2,1,2233,10000000
139,unknown001.qc,0,func000139,0,0,1490,12,0,2247,00000000
140,unknown001.qc,0,func000140,0,0,1783,9,0,2458,00000000
141,unknown001.qc,0,func000141,0,0,1920,4,0,2551,00000000
142,unknown001.qc,0,func000142,0,0,1958,21,0,2575,00000000
143,unknown001.qc,0,func000143,0,0,2087,1,0,2692,00000000
144,unknown001.qc,0,func000144,0,0,2182,0,0,2797,00000000
145,unknown001.qc,0,func000145,0,0,2228,2,0,2816,00000000
146,unknown001.qc,0,func000146,0,0,2348,3,0,2910,00000000
147,unknown001.qc,0,func000147,0,0,2374,2,0,2933,00000000
148,unknown001.qc,0,func000148,0,0,2407,4,2,2944,11000000
149,subs.qc,0,SUB_Null,0,0,2438,0,0,2956,00000000
150,subs.qc,0,SUB_Remove,0,0,2439,0,0,2956,00000000
151,subs.qc,0,SetMovedir,0,0,2442,0,0,2957,00000000
152,subs.qc,0,InitTrigger,0,0,2462,0,0,2993,00000000
153,subs.qc,0,SUB_CalcMoveEnt,1948,0,2479,7,4,3003,13110000
154,subs.qc,0,SUB_CalcMove,0,0,2487,10,3,3010,31100000
155,subs.qc,0,SUB_CalcMoveDone,0,0,2533,0,0,3062,00000000
156,subs.qc,0,SUB_CalcAngleMoveEnt,2015,0,2546,7,4,3072,13110000
157,subs.qc,0,SUB_CalcAngleMove,0,0,2554,10,3,3079,31100000
158,subs.qc,0,SUB_CalcAngleMoveDone,0,0,2581,0,0,3112,00000000
159,subs.qc,0,DelayThink,0,0,2593,0,0,3125,00000000
160,subs.qc,0,SUB_UseTargets,0,0,2599,4,0,3126,00000000
161,subs.qc,0,SUB_AttackFinished,0,0,2686,0,1,3164,10000000
162,subs.qc,0,SUB_CheckRefire,0,0,2694,0,1,3171,10000000
163,fight.qc,0,knight_attack,0,0,2712,1,0,3196,00000000
164,fight.qc,0,CheckAttack,0,0,2730,8,0,3222,00000000
165,fight.qc,0,ai_face,0,0,2809,0,0,3274,00000000
166,fight.qc,0,ai_charge,0,0,2819,0,1,3288,10000000
167,fight.qc,0,ai_charge_side,0,0,2823,4,0,3290,00000000
168,fight.qc,0,ai_melee,0,0,2849,4,0,3325,00000000
169,fight.qc,0,ai_melee_side,0,0,2877,4,0,3347,00000000
170,fight.qc,0,SoldierCheckAttack,0,0,2913,8,0,3371,00000000
171,fight.qc,0,ShamCheckAttack,0,0,2973,8,0,3415,00000000
172,fight.qc,0,OgreCheckAttack,0,0,3029,8,0,3459,00000000
173,ai.qc,0,anglemod,0,0,3093,0,1,3510,10000000
174,ai.qc,0,func000174,0,0,3105,0,0,3515,00000000
175,ai.qc,0,path_corner,2379,0,3119,0,0,3527,00000000
176,ai.qc,0,func000176,0,0,3121,1,0,3527,00000000
177,ai.qc,0,range,0,0,3167,8,1,3555,10000000
178,ai.qc,0,visible,0,0,3190,7,1,3588,10000000
179,ai.qc,0,infront,0,0,3211,5,1,3615,10000000
180,ai.qc,0,func000180,0,0,3227,0,0,3635,00000000
181,ai.qc,0,func000181,0,0,3247,1,0,3653,00000000
182,ai.qc,0,func000182,0,0,3409,0,0,3712,00000000
183,ai.qc,0,func000183,0,0,3421,4,0,3718,00000000
184,ai.qc,0,func000184,0,0,3446,2,0,3735,00000000
185,ai.qc,0,func000185,0,0,3538,0,1,3783,10000000
186,ai.qc,0,func000186,0,0,3543,0,1,3786,10000000
187,ai.qc,0,func000187,0,0,3549,0,1,3790,10000000
188,ai.qc,0,func000188,0,0,3552,0,1,3792,10000000
189,ai.qc,0,func000189,0,0,3557,4,1,3795,10000000
190,ai.qc,0,func000190,0,0,3570,0,0,3803,00000000
191,ai.qc,0,func000191,0,0,3580,0,0,3807,00000000
192,ai.qc,0,ChooseTurn,3072,0,3585,9,1,3807,30000000
193,unknown005.qc,0,func000193,0,0,3608,1,0,3829,00000000
194,unknown005.qc,0,func000194,0,0,3621,0,0,3840,00000000
195,unknown005.qc,0,func000195,0,0,3657,0,0,3854,00000000
